,bhid,from,to,x,y,z,al2o3_gl,cao_gl,fe_gl,mgo_gl,mn_gl,p_gl,sio2_gl,tio2_gl,ppc_gl,lito,lito_eval,lito_ds,lito_km,lito_ag
1802,CSNSM-FSD-10-010    ,24.5,36.5,611407.36,7737290.29,1475.85,0.45,0.01,49.36,0.04,0.02,0.04,26.38,0.01,2.31,IS,IS,IG,IG,IG
1803,CSNSM-FSD-10-010    ,36.5,50.3,611400.91,7737290.29,1464.67,1.27,0.01,47.04,0.04,0.01,0.03,28.85,0.01,2.5,IS,IG,IG,IG,IG
1804,CSNSM-FSD-10-011    ,39.4,50.05,611352.83,7737292.14,1464.58,7.61,0.01,49.49,0.11,0.17,0.11,14.97,0.22,6.39,IG,IG,IG,IM,IM
1805,EGFD12001           ,6.75,20.678,614483.9,7736776.02,1408.21,0.665,0.019,48.372,0.05,0.056,0.034,28.294,0.028,1.593,IS,IS,IG,IG,IG
1806,EGFD12001           ,20.678,34.605,614479.63,7736779.79,1395.5,0.515,0.01,44.53,0.05,0.029,0.025,33.375,0.01,1.896,IS,IS,IG,IG,IG
1807,EGFD12001           ,34.605,48.533,614475.39,7736783.52,1382.77,0.529,0.01,41.78,0.05,0.058,0.036,39.493,0.012,1.044,IS,IS,IG,IS,IG
1808,EGFD12001           ,48.533,62.46,614471.14,7736787.21,1370.03,0.787,0.01,37.356,0.05,0.051,0.044,43.833,0.026,1.557,IS,IS,IG,IS,IS
1809,EGFD12001           ,62.46,76.8,614466.8,7736790.88,1357.09,0.2,0.01,38.483,0.05,0.025,0.039,43.184,0.01,1.748,IS,IS,IG,IS,IS
1810,EGFD12001           ,79.15,93.525,614461.58,7736795.1,1341.79,0.131,0.01,40.937,0.05,0.05,0.034,40.597,0.019,2.318,IS,IS,IG,IS,IG
1811,EGFD12001           ,93.525,107.9,614456.96,7736798.45,1328.6,0.05,0.015,39.128,0.05,0.081,0.037,42.858,0.01,2.038,IS,IS,IG,IS,IS
1812,EGFD12001           ,124.32,142.08,614446.01,7736805.32,1298.8,0.766,0.01,39.531,0.05,0.112,0.079,39.829,0.02,1.435,IS,IS,IG,IS,IG
1813,EGFD12001           ,142.08,155.44,614440.49,7736808.54,1284.61,0.18,0.01,37.013,0.05,0.039,0.028,46.476,0.01,1.581,IS,IS,IS,IS,IS
1814,EGFD12001           ,155.44,168.8,614435.59,7736811.25,1272.48,0.201,0.01,37.295,0.05,0.015,0.039,44.316,0.01,1.62,IS,IS,IG,IS,IS
1815,EGFD12001           ,168.8,182.34,614430.52,7736813.94,1260.32,0.21,0.01,37.252,0.05,0.044,0.03,46.82,0.01,1.439,IS,IS,IS,IS,IS
1816,EGFD12001           ,182.34,195.88,614425.3,7736816.61,1248.12,0.687,0.01,36.18,0.05,0.12,0.043,47.148,0.011,0.949,IS,IS,IG,IS,IS
1817,EGFD12001           ,195.88,209.42,614419.97,7736819.33,1235.97,0.663,0.01,37.184,0.05,0.012,0.032,45.292,0.019,1.078,IS,IS,IG,IS,IS
1818,EGFD12001           ,209.42,222.96,614414.54,7736822.06,1223.87,0.773,0.01,37.577,0.05,0.028,0.04,44.628,0.012,1.285,IS,IS,IS,IS,IS
1819,EGFD12001           ,222.96,236.5,614409.0,7736824.77,1211.81,0.753,0.01,36.864,0.05,0.13,0.045,44.082,0.02,1.594,IS,IS,IG,IS,IS
1820,EGFD12002           ,0.0,13.44,614258.38,7736736.5,1373.35,0.595,0.049,51.305,0.098,0.092,0.056,22.694,0.02,2.023,IS,IS,IR,IG,IG
1821,EGFD12002           ,13.44,26.88,614254.33,7736739.68,1360.94,1.05,0.031,54.413,0.05,0.157,0.054,16.803,0.02,2.929,IS,IG,IR,IR,IG
1822,EGFD12002           ,26.88,40.32,614250.28,7736742.89,1348.53,1.215,0.048,54.816,0.05,0.111,0.044,19.435,0.02,1.852,IS,IS,IR,IG,IG
1823,EGFD12002           ,40.32,53.76,614246.33,7736746.05,1336.08,1.437,0.03,56.656,0.05,0.117,0.041,16.935,0.023,1.556,IS,IS,IR,IR,IR
1824,EGFD12002           ,53.76,67.2,614242.51,7736749.06,1323.55,1.291,0.03,53.45,0.05,0.121,0.046,20.196,0.051,1.947,IS,IS,IG,IG,IG
1825,EGFD12002           ,68.28,83.45,614238.18,7736752.26,1309.14,0.61,0.03,48.775,0.078,0.133,0.024,27.919,0.007,1.105,IS,IS,IG,IG,IG
1826,EGFD12002           ,90.14,104.1,614232.03,7736756.24,1289.19,0.878,0.021,46.349,0.115,0.335,0.03,30.254,0.019,0.537,IS,IS,IG,IG,IG
1827,EGFD12002           ,104.1,118.06,614227.89,7736758.75,1276.1,2.005,0.024,42.962,0.18,0.529,0.03,33.62,0.016,0.846,IS,IS,IG,IG,IG
1828,EGFD12002           ,144.7,154.66,614216.5,7736765.59,1239.85,1.83,0.05,29.0,0.17,1.55,0.081,51.8,0.08,1.92,IM,IM,IM,IS,IS
1829,EGFD13001           ,2.96,17.23,614385.18,7736721.53,1408.56,0.59,0.04,47.75,0.05,0.025,0.047,31.15,0.005,1.335,IS,IS,IG,IG,IG
1830,EGFD13001           ,17.23,31.5,614381.17,7736724.76,1395.25,1.06,0.03,43.75,0.05,0.015,0.03,36.05,0.01,0.975,IS,IS,IG,IG,IG
1831,EGFD13001           ,31.5,45.55,614376.79,7736727.87,1382.15,0.24,0.03,37.525,0.05,0.09,0.028,45.531,0.005,1.388,IS,IS,IG,IS,IS
1832,EGFD13001           ,45.55,59.6,614372.19,7736730.76,1369.2,0.161,0.023,39.233,0.05,0.033,0.03,42.328,0.005,1.616,IS,IS,IG,IS,IS
1833,EGFD13001           ,59.6,74.315,614367.33,7736733.63,1355.97,0.28,0.027,38.956,0.223,0.12,0.018,43.568,0.01,0.263,IS,IS,IS,IS,IS
1834,EGFD13001           ,74.315,89.03,614361.97,7736736.54,1342.58,0.83,0.026,41.615,0.688,0.243,0.02,39.206,0.016,0.831,IS,IS,IS,IS,IG
1835,EGFD13001           ,96.2,107.54,614354.26,7736740.41,1324.32,0.245,0.035,39.95,0.175,2.405,0.022,38.95,0.005,1.25,IM,IM,IS,IS,IS
1836,EGFD13001           ,114.3,127.64,614346.68,7736743.91,1307.14,0.312,0.03,40.176,0.237,0.742,0.021,40.225,0.016,0.672,IS,IS,IS,IS,IS
1837,EGFD13001           ,127.64,140.98,614341.36,7736746.26,1295.14,0.2,0.025,39.647,0.05,0.15,0.022,42.402,0.005,0.38,IS,IS,IS,IS,IS
1838,EGFD13001           ,140.98,154.32,614336.04,7736748.41,1283.09,0.92,0.028,37.549,0.162,0.413,0.036,42.404,0.016,0.695,IS,IS,IG,IS,IS
1839,EGFD13001           ,154.32,167.66,614330.51,7736750.34,1271.11,0.565,0.03,38.051,0.12,0.395,0.044,43.496,0.015,0.735,IS,IS,IS,IS,IS
1840,EGFD13001           ,186.5,197.983,614317.35,7736754.27,1243.04,0.374,0.031,37.287,0.05,0.302,0.01,46.033,0.009,0.224,IS,IS,IS,IS,IS
1841,EGFD13001           ,197.983,209.467,614312.43,7736755.67,1232.76,0.546,0.066,35.805,0.063,0.224,0.016,48.556,0.04,0.195,IS,IS,IS,IS,IS
1842,EGFD13001           ,209.467,220.95,614307.38,7736757.07,1222.54,1.598,0.109,29.348,0.131,0.608,0.04,54.381,0.146,0.868,IS,IS,IS,IS,IS
1843,EGFD13002           ,0.0,11.535,614951.19,7736994.88,1335.27,1.473,0.029,43.814,0.05,0.088,0.05,35.499,0.02,1.441,IS,IS,IG,IG,IG
1844,EGFD13002           ,11.535,23.07,614948.62,7736997.63,1324.37,1.269,0.026,40.849,0.05,0.553,0.046,38.551,0.012,1.272,IS,IS,IG,IG,IG
1845,EGFD13002           ,28.74,42.67,614944.39,7737001.93,1306.99,0.453,0.03,43.572,0.05,1.185,0.051,35.944,0.006,1.086,IS,IM,IG,IS,IG
1846,EGFD13002           ,42.67,56.6,614941.12,7737005.07,1293.81,0.241,0.03,39.966,0.05,0.672,0.025,41.908,0.007,0.416,IS,IS,IS,IS,IS
1847,EGFD13002           ,56.6,69.327,614937.95,7737008.01,1281.21,0.67,0.022,31.764,0.05,0.518,0.015,52.4,0.025,0.259,IS,IS,IS,IS,IS
1848,EGFD13002           ,69.327,82.055,614934.87,7737010.78,1269.17,0.237,0.026,32.6,0.05,0.044,0.01,52.986,0.005,-0.04,IS,IS,IS,IS,IS
1849,EGFD13002           ,82.055,94.782,614931.64,7737013.56,1257.18,0.164,0.026,33.914,0.05,0.049,0.011,51.207,0.005,0.005,IS,IS,IS,IS,IS
1850,EGFD13002           ,94.782,107.509,614928.25,7737016.35,1245.24,0.371,0.024,36.143,0.05,0.054,0.02,46.75,0.005,0.518,IS,IS,IS,IS,IS
1851,EGFD13002           ,107.509,120.236,614924.76,7737019.08,1233.31,0.331,0.049,37.814,0.05,0.1,0.018,46.086,0.005,0.479,IS,IS,IS,IS,IS
1852,EGFD13002           ,120.236,132.964,614921.14,7737021.68,1221.38,0.83,0.02,36.15,0.05,0.29,0.023,46.65,0.005,0.89,IS,IS,IS,IS,IS
1853,EGFD13002           ,132.964,145.691,614917.4,7737024.13,1209.47,0.771,0.02,36.343,0.05,0.351,0.029,47.143,0.005,0.809,IS,IS,IS,IS,IS
1854,EGFD13002           ,145.691,158.418,614913.53,7737026.43,1197.56,0.235,0.02,37.071,0.05,0.286,0.02,45.75,0.005,0.974,IS,IS,IS,IS,IS
1855,EGFD13002           ,158.418,171.145,614909.6,7737028.63,1185.66,0.527,0.02,36.707,0.05,0.144,0.027,46.679,0.005,0.605,IS,IS,IS,IS,IS
1856,EGFD13002           ,171.145,183.873,614905.61,7737030.77,1173.77,0.746,0.02,36.443,0.05,0.08,0.022,45.743,0.005,0.657,IS,IS,IS,IS,IS
1857,EGFD13002           ,183.873,196.6,614901.56,7737032.87,1161.88,0.539,0.028,36.964,0.05,0.096,0.016,45.507,0.005,0.761,IS,IS,IS,IS,IS
1858,EGFD13002           ,196.6,206.6,614897.93,7737034.71,1151.27,0.3,6.12,30.4,1.75,0.83,0.017,41.5,0.02,5.2,IM,IC,IS,IS,IC
1859,EGFD13002           ,206.6,217.6,614894.5,7737036.39,1141.49,0.135,0.02,37.147,0.05,0.115,0.022,45.553,0.012,0.843,IS,IS,IS,IS,IS
1860,EGFD13002           ,224.25,235.325,614888.6,7737039.16,1125.05,0.337,0.02,37.461,0.05,0.37,0.021,44.955,0.02,0.818,IS,IS,IS,IS,IS
1861,EGFD13002           ,235.325,246.4,614884.82,7737040.86,1114.78,0.272,0.02,37.264,0.05,0.095,0.026,46.345,0.015,0.287,IS,IS,IS,IS,IS
1862,EGFD13002           ,246.4,260.163,614880.53,7737042.71,1103.27,0.658,0.02,36.404,0.373,0.172,0.038,45.48,0.033,0.467,IS,IS,IS,IS,IS
1863,EGFD13002           ,260.163,273.925,614875.76,7737044.71,1090.52,0.35,0.02,37.432,0.163,0.095,0.026,44.957,0.02,0.471,IS,IS,IS,IS,IS
1864,EGFD13002           ,273.925,287.688,614871.07,7737046.67,1077.73,0.246,0.02,37.772,0.05,0.095,0.029,44.709,0.01,0.32,IS,IS,IS,IS,IS
1865,EGFD13002           ,287.688,301.45,614866.44,7737048.62,1064.92,0.253,0.02,37.882,0.05,0.165,0.044,45.109,0.006,0.643,IS,IS,IS,IS,IS
1866,EGFD13003           ,3.6,16.705,614845.98,7736792.32,1337.18,1.129,0.01,43.347,0.294,0.097,0.034,36.129,0.024,1.112,IS,IS,IS,IG,IG
1867,EGFD13003           ,16.705,29.81,614843.17,7736795.75,1324.85,1.048,0.01,43.168,0.05,0.115,0.032,36.8,0.007,1.391,IS,IS,IG,IG,IG
1868,EGFD13003           ,29.81,42.958,614840.28,7736799.09,1312.49,0.246,0.018,39.613,0.05,0.246,0.024,42.448,0.005,0.804,IS,IS,IS,IS,IS
1869,EGFD13003           ,42.958,56.106,614837.26,7736802.31,1300.1,0.54,0.01,39.753,0.05,0.176,0.028,40.493,0.005,1.183,IS,IS,IS,IS,IS
1870,EGFD13003           ,56.106,69.253,614834.11,7736805.41,1287.72,0.472,0.01,39.679,0.05,0.157,0.027,40.786,0.005,1.02,IS,IS,IS,IS,IS
1871,EGFD13003           ,69.253,82.401,614830.78,7736808.43,1275.37,0.364,0.012,36.301,0.05,0.475,0.027,45.918,0.005,0.875,IS,IS,IS,IS,IS
1872,EGFD13003           ,82.401,95.549,614827.25,7736811.44,1263.06,0.179,0.016,37.825,0.05,0.731,0.026,43.836,0.005,0.888,IS,IS,IS,IS,IS
1873,EGFD13003           ,95.549,108.697,614823.61,7736814.44,1250.79,0.066,0.017,39.019,0.05,0.141,0.024,43.251,0.005,0.712,IS,IS,IS,IS,IS
1874,EGFD13003           ,108.697,121.844,614819.89,7736817.36,1238.52,0.27,0.011,39.53,0.05,0.107,0.041,42.349,0.005,0.735,IS,IS,IS,IS,IS
1875,EGFD13003           ,121.844,134.992,614816.07,7736820.25,1226.28,0.261,0.014,38.6,0.05,0.106,0.028,42.4,0.005,0.858,IS,IS,IS,IS,IS
1876,EGFD13003           ,134.992,148.14,614812.13,7736823.16,1214.08,0.121,0.014,38.283,0.05,0.113,0.022,43.034,0.005,1.119,IS,IS,IS,IS,IS
1877,EGFD13003           ,148.14,161.288,614808.08,7736826.1,1201.92,0.118,0.009,39.599,0.05,0.132,0.03,42.845,0.005,1.05,IS,IS,IS,IS,IS
1878,EGFD13003           ,161.288,174.436,614803.85,7736829.02,1189.82,0.05,0.007,38.146,0.05,0.132,0.023,43.27,0.005,1.352,IS,IS,IS,IS,IS
1879,EGFD13003           ,174.436,187.583,614799.46,7736831.86,1177.76,0.192,0.016,38.423,0.05,0.163,0.018,44.582,0.005,0.847,IS,IS,IS,IS,IS
1880,EGFD13003           ,187.583,200.731,614794.93,7736834.68,1165.74,0.25,0.011,38.463,0.212,0.163,0.017,44.879,0.005,0.109,IS,IS,IS,IS,IS
1881,EGFD13003           ,200.731,213.879,614790.28,7736837.49,1153.77,0.265,0.005,35.166,0.405,0.175,0.026,46.989,0.005,0.388,IS,IS,IS,IS,IS
1882,EGFD13003           ,213.879,227.027,614785.56,7736840.27,1141.82,0.21,0.016,35.158,0.05,0.199,0.021,49.332,0.009,0.265,IS,IS,IS,IS,IS
1883,EGFD13003           ,227.027,240.174,614780.74,7736842.99,1129.89,0.182,0.01,35.116,0.05,0.208,0.019,48.254,0.009,-0.013,IS,IS,IS,IS,IS
1884,EGFD13003           ,240.174,253.322,614775.89,7736845.64,1117.96,0.146,0.014,36.213,0.05,0.16,0.021,46.244,0.005,0.112,IS,IS,IS,IS,IS
1885,EGFD13003           ,253.322,266.47,614771.04,7736848.28,1106.03,0.153,0.027,36.302,0.05,0.227,0.02,48.189,0.005,0.048,IS,IS,IS,IS,IS
1886,EGFD13004           ,13.0,25.985,614978.07,7737129.85,1320.8,0.169,0.028,40.135,0.05,0.045,0.008,42.339,0.012,0.038,IS,IS,IS,IS,IS
1887,EGFD13004           ,25.985,38.969,614975.01,7737132.67,1308.5,0.154,0.02,36.394,0.05,0.046,0.007,49.098,0.013,-0.039,IS,IS,IS,IS,IS
1888,EGFD13004           ,38.969,51.954,614971.93,7737135.49,1296.21,0.066,0.027,35.731,0.05,0.037,0.003,49.041,0.005,-0.058,IS,IS,IS,IS,IS
1889,EGFD13004           ,51.954,64.938,614968.83,7737138.27,1283.91,0.153,0.086,31.691,0.05,0.028,0.013,55.641,0.005,0.021,IS,IS,IS,IS,IS
1890,EGFD13004           ,64.938,77.923,614965.73,7737141.05,1271.61,0.125,0.101,30.379,0.05,0.045,0.033,56.007,0.005,-0.081,IS,IS,IS,IS,IS
1891,EGFD13004           ,77.923,90.908,614962.7,7737143.81,1259.29,0.221,0.02,33.984,0.05,0.172,0.007,51.668,0.005,0.029,IS,IS,IS,IS,IS
1892,EGFD13004           ,90.908,103.892,614959.72,7737146.57,1246.96,0.498,0.028,30.257,0.05,0.919,0.012,55.362,0.017,0.282,IS,IS,IS,IS,IS
1893,EGFD13004           ,103.892,116.877,614956.67,7737149.35,1234.64,1.989,0.02,22.438,0.05,0.601,0.013,65.023,0.086,0.39,IS,IS,IS,IS,IS
1894,EGFD13004           ,116.877,129.862,614953.5,7737152.1,1222.35,0.141,0.02,28.77,0.05,0.139,0.006,57.707,0.005,0.011,IS,IS,IS,IS,IS
1895,EGFD13004           ,129.862,142.846,614950.29,7737154.77,1210.06,0.165,0.02,29.934,0.05,0.048,0.005,55.938,0.005,0.015,IS,IS,IS,IS,IS
1896,EGFD13004           ,142.846,155.831,614947.05,7737157.41,1197.77,0.217,0.03,30.834,0.05,0.094,0.009,55.183,0.01,0.046,IS,IS,IS,IS,IS
1897,EGFD13004           ,155.831,168.815,614943.86,7737160.02,1185.46,0.357,0.03,31.997,0.05,0.036,0.006,55.682,0.008,0.057,IS,IS,IS,IS,IS
1898,EGFD13004           ,168.815,181.8,614940.77,7737162.58,1173.11,0.28,0.037,30.009,0.05,0.091,0.007,57.417,0.005,0.081,IS,IS,IS,IS,IS
1899,EGFD13004           ,193.85,205.7,614935.11,7737167.28,1149.77,0.397,0.02,37.594,0.05,0.108,0.014,44.394,0.006,0.772,IS,IS,IS,IS,IS
1900,EGFD13004           ,205.7,217.55,614932.4,7737169.56,1138.46,0.333,0.02,37.85,0.05,0.088,0.018,45.15,0.008,0.805,IS,IS,IS,IS,IS
1901,EGFD13004           ,217.55,229.4,614929.68,7737171.84,1127.16,0.197,0.02,36.785,0.05,0.074,0.026,46.73,0.005,0.855,IS,IS,IS,IS,IS
1902,EGFD13004           ,229.4,241.25,614926.96,7737174.11,1115.85,0.216,0.026,36.2,0.05,0.115,0.03,48.587,0.005,0.5,IS,IS,IS,IS,IS
1903,EGFD13005           ,13.87,29.71,615000.38,7736913.13,1342.22,0.131,0.005,39.311,0.05,0.204,0.04,42.683,0.005,1.488,IS,IS,IS,IS,IS
1904,EGFD13005           ,29.71,42.945,614996.29,7736916.46,1328.67,0.343,0.012,40.098,0.05,0.331,0.073,38.989,0.005,1.774,IS,IS,IS,IS,IG
1905,EGFD13005           ,42.945,56.18,614992.54,7736919.52,1316.36,0.442,0.025,36.756,0.05,0.715,0.06,44.193,0.005,1.933,IS,IS,IS,IS,IS
1906,EGFD13005           ,56.18,69.415,614988.81,7736922.63,1304.04,0.343,0.023,34.593,0.05,0.669,0.021,47.286,0.005,1.001,IS,IS,IS,IS,IS
1907,EGFD13005           ,69.415,82.65,614985.11,7736925.78,1291.73,0.338,0.02,36.491,0.05,0.486,0.023,47.518,0.012,0.713,IS,IS,IS,IS,IS
1908,EGFD13005           ,82.65,94.4,614981.6,7736928.8,1280.13,0.189,0.01,36.634,0.05,0.046,0.019,45.134,0.009,0.815,IS,IS,IS,IS,IS
1909,EGFD13005           ,94.4,106.15,614978.24,7736931.64,1269.23,0.213,0.01,37.489,0.05,0.074,0.017,45.602,0.005,0.625,IS,IS,IS,IS,IS
1910,EGFD13005           ,106.15,117.9,614974.83,7736934.47,1258.35,0.259,0.01,37.521,0.05,0.087,0.018,44.543,0.005,0.991,IS,IS,IS,IS,IS
1911,EGFD13005           ,117.9,129.42,614971.45,7736937.26,1247.57,0.611,0.02,37.762,0.05,0.189,0.025,45.701,0.018,1.097,IS,IS,IS,IS,IS
1912,EGFD13005           ,129.42,140.94,614968.09,7736940.0,1236.9,0.203,0.02,40.008,0.05,0.05,0.022,42.062,0.008,0.897,IS,IS,IS,IS,IS
1913,EGFD13005           ,146.75,161.75,614962.47,7736944.52,1219.25,1.213,0.02,36.733,0.05,0.203,0.031,45.3,0.017,1.137,IS,IS,IS,IS,IS
1914,EGFD13005           ,161.75,176.75,614957.99,7736948.07,1205.38,0.647,0.02,37.133,0.05,0.19,0.034,44.633,0.007,1.157,IS,IS,IS,IS,IS
1915,EGFD13005           ,176.75,186.61,614954.27,7736951.0,1193.89,0.51,0.02,37.2,0.05,1.73,0.037,40.8,0.01,1.66,IM,IM,IS,IS,IS
1916,EGFD13005           ,186.61,199.858,614950.81,7736953.7,1183.2,0.491,0.02,37.374,0.05,0.195,0.025,45.777,0.012,1.268,IS,IS,IS,IS,IS
1917,EGFD13005           ,199.858,213.105,614946.78,7736956.8,1170.97,0.276,0.02,37.992,0.05,0.211,0.019,45.4,0.013,1.043,IS,IS,IS,IS,IS
1918,EGFD13005           ,213.105,226.353,614942.68,7736959.93,1158.76,0.188,0.013,37.37,0.05,0.136,0.02,45.253,0.005,1.006,IS,IS,IS,IS,IS
1919,EGFD13005           ,226.353,239.6,614938.54,7736963.1,1146.58,0.155,0.015,37.245,0.05,0.1,0.03,46.18,0.012,0.785,IS,IS,IS,IS,IS
1920,EGFD13006           ,4.96,18.598,614562.25,7736852.01,1372.47,0.755,0.006,48.694,0.05,0.096,0.035,28.06,0.013,1.088,IS,IS,IG,IG,IG
1921,EGFD13006           ,18.598,32.235,614558.79,7736855.01,1359.62,0.623,0.015,48.499,0.05,0.103,0.048,29.168,0.02,0.977,IS,IS,IG,IG,IG
1922,EGFD13006           ,32.235,45.873,614555.33,7736857.98,1346.77,0.627,0.012,42.813,0.05,0.121,0.056,35.807,0.021,1.18,IS,IS,IG,IS,IG
1923,EGFD13006           ,45.873,59.51,614551.81,7736860.89,1333.92,0.462,0.01,41.161,0.05,0.087,0.047,39.099,0.03,1.008,IS,IS,IG,IS,IG
1924,EGFD13006           ,59.51,72.723,614548.26,7736863.75,1321.29,0.091,0.009,37.165,0.05,0.095,0.031,45.597,0.005,1.265,IS,IS,IG,IS,IS
1925,EGFD13006           ,72.723,85.937,614544.69,7736866.54,1308.88,0.342,0.012,37.035,0.181,0.193,0.025,45.24,0.012,0.925,IS,IS,IS,IS,IS
1926,EGFD13006           ,85.937,99.15,614541.07,7736869.31,1296.47,0.273,0.009,36.357,0.123,0.134,0.022,46.26,0.013,0.691,IS,IS,IS,IS,IS
1927,EGFD13006           ,99.15,111.886,614537.41,7736872.01,1284.32,1.408,0.01,39.879,0.05,0.111,0.051,40.152,0.018,1.422,IS,IS,IG,IG,IG
1928,EGFD13006           ,111.886,124.622,614533.71,7736874.68,1272.43,0.245,0.027,41.089,0.05,0.076,0.029,40.752,0.008,0.67,IS,IS,IG,IS,IS
1929,EGFD13006           ,124.622,137.358,614529.94,7736877.4,1260.57,0.958,0.024,42.607,0.05,0.044,0.039,36.482,0.005,1.843,IS,IS,IG,IG,IG
1930,EGFD13006           ,137.358,150.094,614526.11,7736880.19,1248.75,1.974,0.01,41.704,0.05,0.099,0.066,37.062,0.005,2.167,IS,IS,IG,IG,IG
1931,EGFD13006           ,150.094,162.83,614522.24,7736883.06,1236.96,0.547,0.01,40.656,0.05,0.121,0.021,40.622,0.005,0.545,IS,IS,IS,IS,IS
1932,EGFD13006           ,168.15,180.13,614516.86,7736887.1,1220.62,0.793,0.006,38.001,0.05,0.085,0.03,43.748,0.005,1.323,IS,IS,IS,IS,IS
1933,EGFD13006           ,180.13,192.11,614513.19,7736889.9,1209.56,0.808,0.01,37.103,0.05,0.114,0.042,44.967,0.005,1.492,IS,IS,IS,IS,IS
1934,EGFD13006           ,192.11,204.09,614509.52,7736892.76,1198.52,0.476,0.008,36.697,0.05,0.04,0.044,44.206,0.005,1.819,IS,IS,IS,IS,IS
1935,EGFD13006           ,204.09,216.07,614505.87,7736895.64,1187.48,0.588,0.008,38.687,0.05,0.08,0.078,41.979,0.005,1.795,IS,IS,IS,IS,IS
1936,EGFD13006           ,216.07,228.05,614502.22,7736898.54,1176.44,1.078,0.013,38.61,0.062,0.524,0.083,40.845,0.111,1.764,IS,IS,IG,IG,IG
1937,EGFD13007           ,3.0,13.0,614112.5,7736999.52,1301.63,1.12,0.03,56.0,0.05,0.1,0.03,18.2,0.03,1.23,IS,IS,IR,IR,IG
1938,EGFD13007           ,13.0,23.0,614109.77,7737002.35,1292.44,1.08,0.03,54.2,0.05,0.09,0.024,20.4,0.01,1.5,IS,IS,IR,IG,IG
1939,EGFD13007           ,23.0,33.0,614107.0,7737005.17,1283.25,0.6,0.02,61.4,0.05,0.06,0.019,10.6,0.005,1.75,IR,IR,IR,IR,IR
1940,EGFD13007           ,33.0,47.0,614103.7,7737008.49,1272.2,1.48,0.02,65.971,0.05,0.106,0.023,2.979,0.034,1.844,HM,HM,IR,HM,HM
1941,EGFD13007           ,47.0,61.0,614099.92,7737012.41,1259.3,1.534,0.02,66.457,0.05,0.114,0.018,1.874,0.02,2.077,HM,HM,IR,HM,HM
1942,EGFD13007           ,61.0,75.0,614096.28,7737016.4,1246.39,1.446,0.02,65.514,0.05,0.084,0.021,3.131,0.016,2.05,HM,HM,IR,HM,HM
1943,EGFD13007           ,75.0,89.0,614092.77,7737020.43,1233.45,1.68,0.02,65.057,0.05,0.093,0.03,2.859,0.027,2.75,HM,HM,IR,HM,HM
1944,EGFD13007           ,89.0,103.0,614089.36,7737024.48,1220.49,1.096,0.02,64.643,0.05,0.081,0.044,4.15,0.01,2.621,HM,HM,IR,HM,HM
1945,EGFD13007           ,103.0,115.56,614086.2,7737028.34,1208.18,0.841,0.03,46.431,0.05,0.31,0.062,30.792,0.031,1.918,IS,IS,IR,IG,IG
1946,EGFD13008           ,73.6,83.6,613953.63,7737023.18,1226.28,0.97,0.02,64.2,0.05,0.07,0.034,2.88,0.06,2.18,IR,HM,IR,HM,HM
1947,EGFD13008           ,83.6,93.6,613951.18,7737025.47,1216.85,0.87,0.02,63.4,0.11,0.06,0.056,3.99,0.07,3.44,IR,IR,IR,IR,HM
1948,EGFD13008           ,93.6,106.57,613948.37,7737028.09,1206.03,2.325,0.025,49.155,0.05,0.16,0.072,24.643,0.285,2.73,IS,IG,IR,IG,IG
1949,EGFD13009           ,13.32,26.995,614385.63,7736897.88,1359.92,0.223,0.005,40.105,0.05,0.03,0.03,41.535,0.01,1.18,IS,IS,IG,IS,IS
1950,EGFD13009           ,26.995,40.67,614382.41,7736901.42,1347.11,0.278,0.012,37.903,0.05,0.021,0.032,43.805,0.008,1.287,IS,IS,IG,IS,IS
1951,EGFD13009           ,40.67,54.345,614379.18,7736904.96,1334.3,0.188,0.005,37.242,0.05,0.022,0.033,44.536,0.009,1.581,IS,IS,IG,IS,IS
1952,EGFD13009           ,54.345,68.02,614375.96,7736908.5,1321.49,0.377,0.005,39.113,0.05,0.024,0.043,41.448,0.011,1.813,IS,IS,IG,IS,IS
1953,EGFD13009           ,68.02,81.695,614372.74,7736912.03,1308.68,0.294,0.005,39.054,0.05,0.024,0.033,42.889,0.01,1.809,IS,IS,IG,IS,IS
1954,EGFD13009           ,81.695,95.37,614369.52,7736915.57,1295.87,0.203,0.008,38.193,0.05,0.044,0.03,44.223,0.007,2.271,IS,IS,IG,IS,IS
1955,EGFD13009           ,97.8,109.638,614365.94,7736919.5,1281.64,0.18,0.005,37.245,0.05,0.04,0.022,44.45,0.01,1.601,IS,IS,IG,IS,IS
1956,EGFD13009           ,109.638,121.475,614363.15,7736922.57,1270.55,0.265,0.005,37.021,0.05,0.037,0.019,45.844,0.008,1.445,IS,IS,IG,IS,IS
1957,EGFD13009           ,121.475,133.313,614360.36,7736925.63,1259.47,0.243,0.005,37.655,0.05,0.025,0.017,44.478,0.005,1.624,IS,IS,IG,IS,IS
1958,EGFD13009           ,133.313,145.15,614357.57,7736928.7,1248.38,0.218,0.005,36.427,0.05,0.02,0.013,45.973,0.014,1.037,IS,IS,IG,IS,IS
1959,EGFD13010           ,27.87,41.626,614221.26,7737025.69,1278.92,0.514,0.005,43.38,0.05,0.057,0.026,36.32,0.027,1.758,IS,IS,IG,IG,IG
1960,EGFD13010           ,41.626,55.382,614217.7,7737029.86,1266.3,0.561,0.005,42.33,0.05,0.05,0.029,37.623,0.015,1.421,IS,IS,IG,IS,IG
